DATETIME,FREQ_MEAN_HZ,FREQ_MIN_HZ,FREQ_MAX_HZ,FREQ_STD_HZ,SAMPLE_COUNT,FREQ_WORST_DEV_HZ,FREQ_DROOP_MEAN,FREQ_DROOP_ABS_MEAN
2026-01-02 07:15:00+00:00,50.00581,49.96,50.037,0.013292,900,49.96,-0.013228,0.022749
2026-01-02 07:30:00+00:00,50.006698,49.968,50.043,0.017263,900,50.043,-0.022678,0.039637
2026-01-02 07:45:00+00:00,49.999928,49.967,50.029,0.011902,900,49.967,-0.002018,0.014064
2026-01-02 08:00:00+00:00,50.016901,49.969,50.052,0.01743,900,50.052,-0.055304,0.063865
2026-01-02 08:15:00+00:00,50.002181,49.971,50.035,0.013971,900,50.035,-0.004906,0.021561
2026-01-02 08:30:00+00:00,50.000584,49.966,50.031,0.012877,900,49.966,0.000135,0.017573
2026-01-02 08:45:00+00:00,50.009372,49.961,50.043,0.015595,900,50.043,-0.024234,0.038503
2026-01-02 09:00:00+00:00,49.991349,49.881,50.041,0.036544,900,49.881,0.050351,0.102912
2026-01-02 09:15:00+00:00,50.005926,49.948,50.038,0.016222,900,49.948,-0.012789,0.032193
2026-01-02 09:30:00+00:00,49.999708,49.957,50.03,0.017208,900,49.957,0.00645,0.033468
2026-01-02 09:45:00+00:00,50.010661,49.971,50.038,0.012208,900,50.038,-0.025684,0.029731
2026-01-02 10:00:00+00:00,49.993181,49.927,50.043,0.028522,900,49.927,0.033579,0.077111
2026-01-02 10:15:00+00:00,50.020042,49.987,50.043,0.009594,900,50.043,-0.058164,0.058327
2026-01-02 10:30:00+00:00,50.010114,49.971,50.048,0.014121,900,50.048,-0.026561,0.03283
2026-01-02 10:45:00+00:00,50.014024,49.976,50.051,0.015198,900,50.051,-0.042544,0.044064
2026-01-02 11:00:00+00:00,50.006424,49.963,50.049,0.018188,900,50.049,-0.022234,0.041439
2026-01-02 11:15:00+00:00,50.007973,49.971,50.047,0.014698,900,50.047,-0.020807,0.031029
2026-01-02 11:30:00+00:00,50.008137,49.965,50.07,0.022156,900,50.07,-0.029246,0.050977
2026-01-02 11:45:00+00:00,50.007956,49.975,50.048,0.013353,900,50.048,-0.017556,0.024713
2026-01-02 12:00:00+00:00,50.010882,49.972,50.044,0.016265,900,50.044,-0.033848,0.04248
2026-01-02 12:15:00+00:00,49.999013,49.97,50.025,0.012884,900,49.97,0.003906,0.01731
2026-01-02 12:30:00+00:00,49.99243,49.954,50.031,0.016254,900,49.954,0.023971,0.035585
2026-01-02 12:45:00+00:00,50.012097,49.976,50.042,0.013647,900,50.042,-0.03217,0.036544
2026-01-02 13:00:00+00:00,49.999348,49.976,50.033,0.010459,900,50.033,-0.00045,0.009643
2026-01-02 13:15:00+00:00,49.998766,49.955,50.038,0.017061,900,49.955,0.007339,0.032778
2026-01-02 13:30:00+00:00,49.986798,49.942,50.026,0.018153,900,49.942,0.044503,0.05255
2026-01-02 13:45:00+00:00,50.003314,49.963,50.049,0.016007,900,50.049,-0.010368,0.028661
2026-01-02 14:00:00+00:00,50.001914,49.966,50.035,0.014749,900,50.035,-0.003012,0.023924
2026-01-02 14:15:00+00:00,50.005238,49.981,50.04,0.010966,900,50.04,-0.01152,0.014725
2026-01-02 14:30:00+00:00,50.006038,49.964,50.035,0.017146,900,49.964,-0.017836,0.038749
2026-01-02 14:45:00+00:00,49.999096,49.96,50.04,0.017826,900,50.04,0.003404,0.035731
2026-01-02 15:00:00+00:00,50.012586,49.97,50.051,0.020745,900,50.051,-0.047708,0.062117
2026-01-02 15:15:00+00:00,50.013596,49.978,50.041,0.012284,900,50.041,-0.036567,0.038766
2026-01-02 15:30:00+00:00,50.00539,49.97,50.051,0.01676,900,50.051,-0.016883,0.032836
2026-01-02 15:45:00+00:00,50.014,49.984,50.039,0.009965,900,50.039,-0.033427,0.033965
2026-01-02 16:00:00+00:00,50.007604,49.958,50.079,0.028544,900,50.079,-0.036702,0.082409
2026-01-02 16:15:00+00:00,50.009791,49.973,50.048,0.014843,900,50.048,-0.028912,0.035673
2026-01-02 16:30:00+00:00,50.013314,49.973,50.042,0.010675,900,50.042,-0.03155,0.032906
2026-01-02 16:45:00+00:00,50.021811,49.969,50.05,0.012894,900,50.05,-0.069444,0.070637
2026-01-02 17:00:00+00:00,50.010253,49.975,50.045,0.017941,900,50.045,-0.037351,0.047105
2026-01-02 17:15:00+00:00,50.01354,49.98,50.044,0.012811,900,50.044,-0.03669,0.040082
2026-01-02 17:30:00+00:00,50.002227,49.969,50.032,0.010654,900,50.032,-0.003649,0.011228
2026-01-02 17:45:00+00:00,49.998994,49.97,50.042,0.011927,900,50.042,0.000567,0.013515
2026-01-02 18:00:00+00:00,50.001954,49.964,50.037,0.011646,900,50.037,-0.003357,0.013298
2026-01-02 18:15:00+00:00,50.012041,49.956,50.051,0.024891,900,50.051,-0.04248,0.083836
2026-01-02 18:30:00+00:00,50.014711,49.98,50.044,0.011171,900,50.044,-0.037754,0.039041
2026-01-02 18:45:00+00:00,50.017346,49.979,50.045,0.012664,900,50.045,-0.051573,0.053187
2026-01-02 19:00:00+00:00,50.015398,49.966,50.058,0.015555,900,50.058,-0.050018,0.052965
2026-01-02 19:15:00+00:00,50.016116,49.975,50.049,0.017728,900,50.049,-0.056813,0.063526
2026-01-02 19:30:00+00:00,50.010501,49.965,50.051,0.019021,900,50.051,-0.034696,0.051772
2026-01-02 19:45:00+00:00,50.01837,49.972,50.064,0.019803,900,50.064,-0.068211,0.075813
2026-01-02 20:00:00+00:00,50.004412,49.958,50.04,0.018951,900,49.958,-0.01076,0.043532
